User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Aspek
Alva Siregar,2020,4,makanannya lumayan terutama potong daging sapi sama ikannya ruang pertemuan oke tanpa ada pilar jadi tidak mengganggu kalau peserta rapat penuh ruang nya bersih nyaman ukuran tidak terlalu besar tidak terlalu kecil 28m2 jika tidak salah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Hernawati Rai,2025,5,sangat memuaskan dianjurkan sangat terima kasih bpk rizky chandra sangat membantu sukses selalu di atas,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
Wenwen,2025,5,kamar kamar enak layanan bagus banget lokasi enak cuma lahan parkir yang minim dan dari bawah tanah tidak ada lift hehe terimakasih naik untuk tahun barunya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Akbar Prasetia,2024,3,kalau hotel sudah penuh tolong jangan terima reservasi lagi masa ditelp untuk reservasi sudah dikonfirmasi tapi saat sampai dihotel dibilangnya ngga ada mana yang layanin yang ngangkat telepon lagi paginya bilang masih ada kamar malamnya saat udah dateng kesana bilang ngga pernah reservasi jadinya harus repot repot nyari hotel lain yang masih kosong parah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
Diyah Widayanti,2022,4,sejauh ini hotelnya bagus tapi saat saya sangat saya tidak pernah terjadi terjadi listrik di kamar saya mati2 itu saya cek bahwa saya tidak ada kelebihan listrik yang saya gunakan saya tlp meja depan untuk meminta teknisi dan teknisi datang 10 menit berikutnya kemudian listrik dibenerin selama 20 menit agak kurang nyaman karena hal ini info teknisi ada kabel di instalasi yang kendor tidak kencang waktu dipasang cukup ngeri juga ya semoga saya depannya dapat memberi tahu ke pengunjung hotel perihal lakukan dan jangan terutama untuk listrik di kamar dibuat daftarnya di setiap kamar terima kasih atas keramahan para pegawai hotel saat alhamdulillah makanan dan sarapan seperti itu,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Pelayanan Staf & Keramahan
Jossie Jossie,2021,4,kamar cukup luasnya untuk berdua bersih udara di kamar mandi cukup kencang ada setrika pengering rambut ada di laci almari tapi tidak ada sikat gigi tempat minum hangat dekat kamar mandi variasi makanan tidak banyak tapi rasa oke,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Rina Sagita,2025,5,lokasi strategis banget pelayanan oke ramah ramah kamar bersih dapet view monas,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Elly Suryani,2024,5,lokasi strategis sekali dekat sarinah kawasan kuliner sabang dll interior clzy kamar nyaman hanya resto tempat sarapannya kecil,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Ayah Saka Channel,2020,5,Dari luar tampak seperti masuk ke apartemen Hunian bukan hotel dipenuhi dengan tanaman hidroponik hijau lobi nya unik dengan warna dasar abu dan tata cahaya yang tak lazim sebuah hotel mungkin karena ada bar dan luas keamanan terjaga ketat dan kamar yang luas dengan kombinasi abu putih dengan pemandngan taknpemerintah pula karena langsung menghadap jendela dan ruang rest yang lengkap fasilitasnya dan luas koridor minimalis nuansa biru elegan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Safrida Fatmawati,2019,4,desainnya unik di lobi ada minibar dan tempat main billard kamarnya minimalis tapi kasurnya gede banget bisa guling2 hehe resto nya cukup kecil ya jadi harus masuk saat jam makanannya tidak buruk lah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
novy elshaday,2025,5,Lokasinya bagus dan strategis pelayanan super cepat dan makanannya enak semua nomor satu,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Fajar Mangrove,2024,5,lokasi strategis kamar nyaman sarapan dan makan siang uenak harga sesuai dengan yang di dapat ruang rapatnya juga bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Ariko Andikabina,2020,4,secara umum hotelnya bagus orientasi mudah makanan juga lumayan enak kamarnya apik suka dengan desain kamar mandinya beserta furnishing hanya ruang pertemuan terasa terlalu biasa saja kaca dengan reflektif ke dalam juga terkesan menganggu secara umum bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Stella lala_chubie,2020,4,hotelnya bagus bangunannya modern banget keren tema peruangan kamar beda beda makanannya banyak kasurnya luas untuk ukuran kembar makanannya beraneka macam dan enak juga sayangnya kolam renangnya minimalis kecil tidak bisa menyelam juga ya kalau untuk anak2 lumayan lah ya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Fasilitas Hotel (Kolam/Gym/Spa)
asti widiandita,2023,5,cocok buat staycation keluarga karena ada room connection dan twin bed nya guede lokasi strategis banget di pusat deket sarinah deket sabang tinggal jalan kaki sarapan lumayan lah bisa ditingkatin lagi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Amirulloh Dwi Febriyanto,2025,5,hotel ini merupakan hotel rekanan ketika kebutuhan perjalanan dinas kantor saya dekat pusat kota dengan pengalaman yang bagus dengan dimanjakan layanan yang prima,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Elfindra Edyson,2025,5,Sarapan nya enak dan pelayanan nya juga mantap terimkasih mbak nurul atas pelayananya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Leiwakabessy Joan,2025,5,Lokasinya strategis untuk keluarga dengan anak kecil masih okeh lah meskipun untuk kolam renang kurang menarik untuk anak2,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Afkar Aristo,2020,5,hotel ini nuansanya emang bisnis banget bagi yang punya urusan di jakarta karena lokasinya yang strategis dengan kawasan bisnis senayan dan kawasan eksekutif di gambir untuk bepergian juga oke karena dekat beberapa objek wisata yang bisa dikunjungi di jakarta keamanannya juga ketat kok jadi jangan khawatir jika ada kenapa kenapa untuk menginap untuk suatu urusan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
dollys sulaeman,2020,5,hotel yang strategis di bilangan dekat sarinah sabang gondangdia jalan jaksa karena kesini dalam rangka acara kantor yang terasa hanya restonya saja yang oke tidak terlalu luas tapi nyaman,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
jhon Azman,2019,5,Jakarta Utara Wahid Hasyim di Sabang 5 menit berjalan kaki dari Plaza Sarinah menyediakan kolam renang dan restoran hotel di kawasan bisnis dan perbelanjaan Jakarta ini menyediakan area parkir yang aman dan akses wifi gratis di semua area setiap kamar di Jakarta Utara Wahid Hasyim memiliki ruang televisi kabel dan cabang pribadi kamar mandi pribadinya menyediakan pengering rambut dan perlengkapan mandi gratis tangan seprai dan bantal hipoalergenik disediakan tersedia meja 24 jam dan penyewaan mobil depan layanan lainnya adalah penitipan bagasi dan tata graha harian hotel ini juga memiliki sebuah bar pusat ke,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Fasilitas Hotel (Kolam/Gym/Spa)
Tony Hendroyono,2022,5,sejenak melepas lelah dengan tinggal di atas wahid hasyim lokasi sangat strategis dekat jalan sabang yang kaya akan kuliner jakarta kamar nyaman dan fasilitas sangat lengkap bisa menjadi referensi jika ingin kembali tinggal,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Ahmad Sulaeman,2020,4,hotel di tengah kota jakarta ysng disesuaikan dengan selera anak muda di lobi tersedia aneka makanan ringan termasuk mie instan dan minuman desain interior sangat kontemporer sarapan tersedia masakan lokal dan barat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
kiwil sunny,2021,4,nyaman bersih tapi untuk tontonan chanel tv luar negri gambar tidak hd sayang skli saat lihat film bagus eh gambar tidak hd dan udara hangatnya sedikit saat selesai pakai sabun eh sudah mati air hangatnya seringnya begitu saat di tengah mandi air angetnya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kebersihan & Kenyamanan Kamar
Akhmad Fauzi,2023,5,Banyak spot foto kamarnya juga nyaman pelayanan juga memuaskan sarapan saja betah dan ada layanan pesan kopi saat sarapan seneng banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Asep Agus H,2023,2,kok bisa ya tamu lain juga punya kunci kamarku saat kamarku tinggal ke ruang pertemuan jam 10 malam selesai pertemuan saya kembali ke kamar ternyata kamarku pintunya sudah terbuka dan ada dua orang tidak saya kenal yang juga memegang kunci kamarku dan sudah masuk ke kamar saya untung tidak ada barang yang hilang tapi tetap saja tidak nyaman ada orang lain masuk kamar tanpa izin,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
Satria Mooda,2025,5,Tanggap dalam melayani tamu yang barangnya tertinggal salut sama housekeeping dan noox restoran staf yang melayani kami di whatsapp,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Fariz Abrisam,2024,5,Suka banget sama hotel ini kamar bersih view keren sarapan enak2 semua saluran tv banyak kolam renang indoor,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Kris Anindita,2024,5,Pengalaman luar biasa untuk tinggal masuk di atas makanannya enak enak semua dan kamarnya juga ruang yang luas bersih dan rapi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Angelini S,2019,5,tempatnya nyempil di tengah agak masuk ke dalam dari jalan raya desain interior nya artistik dengan paduan warna merah untuk perabot nya sehingga terlihat menarik staf ramah harus cek tas 2 kali sebelum masuk ke hotel dan lingkungannya bersih dan hijau sayangnya lupa mengambil foto,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Orenze Nuia,2022,5,semuanya oke pegawainya ramah kamar bersih besar menu rasa makannya enak semuanya tetap mempertahankan yang sudah jadi yang terbaik dalam manajemen pilihan yang tepat untuk tinggal di sini,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Febrry Anda Muchlis,2023,5,hotel di tengah kota jakartadekat dengan jalan sabang yang terkenal dengan kulinerannya hotel ini tidak terlalu besar namun cukup nyaman dan pelayanan hotelnya pun sangat baik pegawai hotel berpakaian santai dan santai sehingga terasa dekat dengan pelanggan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Budi Sulis,2022,5,hotel bintang empat dengan konsep fashion hotel merupakan group marriot lokasi strategis tidak jauh dari jalan thamrin makanan beragam dan menu tradisionalnya mantab dengan aneka jenis sambal,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Andreanto Hartono,2021,5,hotel aloft bagus menarik tempat yang sangat luas harganya yang sedang saja rekomendasi buat yang mau menginap di jakarta dan kebetulan saya punya rental mobil barang kali membutuhkan rental mobil nya bisa langsung dipesan di 0853 1263 6548 dengan unit innova reborn terbaru dengan sopir yang berpengalaman ramah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Arifien M.,2021,4,kamar yang nyaman luas modern minimalis pelayanan baik fasilitas juga cukup oke view hotel menarik makanan sarapan pagi cukup oke walau tidak banyak pilihan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Julham (uam),2019,4,hotel baru jadi pilihan yang bagus banget untuk anggota sgp pada anggaran dekat dengan banyak lokasi kantor pemerintahan banyak pilihan makanan dan wisata kuliner banyak pilihan pusat hiburan dan dekat banget dengan lokasi turis yang mungkin bisa di tingkatkan adalah pasang signage yang lebih jelas agar lebih terlihat dari pinggir jalan karena lokasi hotel tidak terlihat langsung dari jalan raya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Yunus Baranna,2023,5,Pada hari Jumat 12 Agustus 2022 pada saat sarapan pagi mengambil lauk cumi dan ikan kering namun rasanya asin sekali sehingga tidak bisa dihabiskan saya merasa sangat menyesal mengambilnya karena mubazzir semestinya ada informasi di makanan itu itu itu makanan itu adalah asin,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Infrastruktur (AC/WiFi/Parkir/Air)
Emma Yulini,2020,4,Hotel ini diresmikan tahun 2017 cukup unik interiornya seperti kafe suasana seperti rock n roll party tapi karena tidak bermalam belum tahu pelayanannya saya disana hadir untuk bertemu bisnis sayang toiletnya bocor dan tempat sampahnya penuh,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kebersihan & Kenyamanan Kamar
Ihsan Kurniawan,2019,4,hotelnya bagus interiornya keren fasilitas jg oke untuk pelayanan sangat ramah makanan enak tapi tidak spesial parkiriran lumayan luas lokasi di pusat kota jakarta,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Ita Setiati junita,2020,5,lokasi strategis dipusat kota dan dekat dengan pusat pemerintahan pusat perbelanjaan dan pusat kuliner kamar nya sangat nyaman dengan desain yang baik bantalnya bagus dan ada gulingnya makanan enak petugas nya semua ramah sangat direkomendasikan,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Agustian Kartasari,2022,5,hotelnya enak bersih 6 mlm nginap disana nyaman makanannya enak2 dan menerapkan standar covid19 serta pelayanannya ramah khususnya debyl,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Irmaylin Malau,2020,5,hotelnya unik di lobi nya ada meja billiar anak2 bisa main sepeda pelayanannya baik staf nya ramah senang bisa berkunjung ke atas wahid hasyim,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Mahmud Fauzi,2025,5,makan pagi di atas enak enak pelayananya juga oke di bntu dengan mba nurul yang ramah dan membantu makan pagi saya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Yuni Arti,2024,3,Saat makan siang ruang pertemuan di bersihkan saya naruh tas ada uang sekitar Rp 100 0 bentuk penerimaan hilang tanggal 22 Februari 2023 dari kementerian pariwisata dan ekraf apa bisa di bantu CCTV nya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,neutral,Kebersihan & Kenyamanan Kamar
Cornelio R A,2025,4,Kasur besar padahal kamar tidur kembar lobi kecil parkir mobil sempit sarapan enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Infrastruktur (AC/WiFi/Parkir/Air)
Paulus Rasubala,2025,5,bagus dan lokasi di pusat bisnis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Karimah Iffia Rahman,2024,5,bangun tidur melihatya langsung langit kota dekat dengan sarinah jadi kalau akhir pekan bisa ikut mobil hari gratis bbrp kali ikut rapat dan workshop di sini,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Arsa Ilmi,2023,3,kamarnya enak viewnya bagus ruang pertemuannya enak tapi 1 salesnya galak dan tidak solutif 2 kamar kamar readynya jam 3 sore lebih 3 snacknya beragam ada kripik2 chiki dll tapi sisanya kurang enak rasanya 4 makanan di resto beragam banget tapi rasanya kadang enak kadang tidak enak bahkan ada yang tidak ada rasanya 5 resto stafnya kurang ramah 6 lampu ruang pertemuan kamar remang2 jadi kurang enak buat kerja,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kualitas Makanan & Restoran
Ratih Rimba,2022,5,Hotel dengan tema interior industri sangat tidak terstruktur kesan tidak selesai di area lobi bikin keren bersih di segala sudut staf ramah sigap dan bantuan penuh dianjurkan lah pada saat disni sehari 2x ada syuting entah acara apa yang jelas ada varrel b sama nat w,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Tommy R,2023,1,bayar kamar hotel cuma dapet sarapan 1 orang kalau 2 orang kena muatan lagi hati2 guys mending cari hotel lain uda berkali2 disini baru kali ini dapat pengalaman tidak menyenangkan kaya gini tidak akan kembali,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
Rike Bewinda1,2023,5,Tinggal disini karena ada pekerjaan Alhamdulillah dapat kamar yang luas nyaman dan bantalnya itu loh empuk daj gede banget kangen sama bantalnya yang warbiasa,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Andre Wardoyo,2024,3,untuk makanan dan pelayanan baik view kurang mgkn karena dilingkungan pusat jakarta banyak rmh2 penduduk disekitar untuk kuliner sekitar hotel sangat berfariasi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Widinov,2023,4,tinggal di sini untuk menginap kamar liburan adalah tempat tidur yang bagus nya bersih nyaman fasilitas kamar cukup lengkap air panas cepat panasnya ada mini kulkas setrika n papannya pemanas udara minum kopi teh gula udara mineral toiletries yang paling suka itu area lobi nya instagrammable,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Moranita Pangaribuan,2019,5,hotel ini ternyata satu kelompok sama hotel2 kece kaya jw marriott sheraton le meridien untuk kamar yang twin bed ukurannya bednya termasuk gede oh iya di kamarnya juga ada papan sertrikaan jadi tidak perlu khawatir baju lecek saat bepergian hotel ini jg deket banget dari wisata kuliner sabang cuma 200m jalan kaki,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Burhan Kholis,2025,5,keren hotelnya saat masuk udah disuguhin arena permainan anak loby yang lumayan besar meja depan yang ramah dan ruang pertemuan yang nyaman,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Budi,2025,5,Salah satu hotel yang direkomendasikan oleh marriott group di daerah menteng lokasi relatif dekat dengan jalan sabang dan pusat perbelanjaan sarinah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
anggun budi,2023,5,kamarnya bersih bagus nyaman layanan okee banget ramah2 makanannya enak kok banyak variasi mantap,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Dewi Retno Siregar,2019,3,Pertama ke tempat ini karena acara kopinya biasa cemilan sedikit gigitan jadi jadi tempat cukup oke untuk mengadakan acara karena di tengah2 jakarta jadi cukup strategis suasana industri di interior hotel saat ini,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Roro Roa konitin,2025,5,makasi mas abil housekeeping sangat membantu dan mbak hanny restoran,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Meyliana,2023,5,keluarga menginap disini sambil wisata kuliner cm sayang kolam renang nya kecil king bed nya besar kamar cukup luas fasilitas kamar oke overall bagus,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Nadhifa Zulfa,2024,5,staf ramah lokasi strategi mudah dijangkau dari stasiun terdekat kamar super bersih dan nyaman saniter lengkap berikutnya wajib mampir ke sini lagi sih,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Jakayudha a,2025,5,stafnya membantu dan ramah suasana hotelnya juga asik makanan di restonya enak enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Arina Prajitno,2022,5,Harga yang sangat bagus segitu bisa dapat hotel bagus di wahid hasyim kamarnya gede twin bed nya juga gede review lengkap di tripad atau di arinap2015,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Harga & Value for Money
A. Murman Wr,2025,5,makanannya enak2 kamar n kasur enak buat tidur,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Firman Yusi,2021,4,no smoking hotel menu sarapan oke layanan ramah leyak hotel strategis dekat dengan pusat jajanan dan belanja sayang kamar besar nya sedikit terganggu suara lift tapi saya tak kapok nginap di sini,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
satriani oktavia,2019,4,hotelx masih baru kucing baru saja masib berbau kamarx luas untuk tempat tidur kembar bisa dipakai berdua deket dengan sarinah banyak tempat makan di depanx jadi tidak sulit jika cari makan tinggal jalan kaki saja sarapanx enak saya suka,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
Deddy Trianto,2021,4,hotel baru bagus dan keren berkonsep berbeda dari hotel2 lain untuk keramahan semua petugas dihotel ini patut diacungkan jempol terutama saat proses cek masuk cepat cek masuk tanpa ribet tapi sayang kami kebagian kamar menghubungkan sehingga suara tetangga sebelah agak mengganggu kami dan letaknya jg agak kebelakang karena malam dan capek saya trima saja karena menurut petugas kamar penuh pekerjaan dan tinggal kamar yang menghubungkan hari ketiga tau kamar baru 1403 ada rembesan dari kamar mandi dan sempat ditawarkan kamar 1401 dengan view yang sama ke arah monas tapi kamar menurut saya terlihat lebih kecil dari kamar kami 1403 jadi,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Umay May,2021,4,belum pernah nginap ataupun parkir tapi klo lewat pernah bagus sih apalagi melihat gedung gedenya ya semoga saja kapan kapan bisa nginep sudah ah gt saja salam dari deadwood yang kena fh bukan wfh,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
not you,2024,2,Maaf ini ada larangan bawa buah keluar resto ya kalau emg iya knp hanya saya saja yang dilarang ya sedangkan orang lain tidak dipermasalahkan makanan oke banget tapi hal diatas membuat saya kecewa mohon maaf klo emg saya bawa buahnya banyak banget sampeleditegor,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kualitas Makanan & Restoran
mala maulida,2021,5,Suka banget sama konsep hotelnya saat nginep dapet kamar yang penuh jendela kaca bisa melihat puas suasana luar jakarta saat malem lampu2 nyala makin kerenn makanan nya apa lagi enak banget,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Hasbullah Firmansyah,2024,5,termasuk salah satu hotel terbaik di Jakarta ketiga kali menginap di sini makanan selalu enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kualitas Makanan & Restoran
Wilda Febriani,2024,4,Kali kedua saya tidak berada di sini lokasi saat dekat dengan saya kemana2 misal ke tanah abang thamrin kota monas bundaran hi sarinah para staf ramah sangat membantu,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Anwar Awar,2024,1,nginep waktu saat natal bahkan saya eksten tapi saya sangat kecewa sama pelayanan nya yang di restoran berikutnya saya nda akan nginap lagi bahkan saya gk akan memakai lagi pertemuan di atas sama teman teman migas saya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kualitas Makanan & Restoran
Faiq Kurniawan,2020,4,suasana hotel nyaman tapi di lobi bagian dekat pc samping angkat banyak nyamuk untuk membuat tamu nyaman duduk santai dilobby nyamuknya bisa tolong di atas,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
Hita Sukrisno,2019,5,Hotel sangat bersih pelayanan sangat bagus 90 anak muda yang cekatan dan ramah sarapan sangat berfariasi akan datang kembali terima kasih kepada dedy front officer desk yang ramah,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
imron anshori shodiq,2020,5,bangunan interiornya oke banget di dalam kamar ada setrika lengkap dengan tatakannya untuk sarapan pagi menuunya ada tradisional barat,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
riska rahma dea,2025,5,Sumpah ya semuanya oke kecuali restonya makanannya parah huhuhu tomyamnya amis sushinya parah lauk lauknya rasanya gaada,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Kualitas Makanan & Restoran
Fatimah Zahrah,2024,5,lokasi di tengah kota cocok buat turis2 jalanan nya selalu ramai jadi lebih baik jalan kaki banyak makanan dan resto enak jg sekitar hotel,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Lokasi & Akses Strategis
Ria Meilina,2019,5,Terima kasih banyak buat front office team atas pelayanannya dan sudah membuat stay kami berkesan dengan surprise yang diberikan semua fasilitas juga oke banget hotel yang direkomendasikan banget pokoknya terima kasih,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
Arief Suryawan,2022,5,kolam renang kecil di samping resto dapat kamar lantai 9 view monas dan perpustakaan nasional kamar meskipun agak sempit tapi masih nyaman,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Fasilitas Hotel (Kolam/Gym/Spa)
aulia amannda,2025,5,Di sapa dengan staf yang ramah ramah dan di bantu sama kak nurul makananya enak enak dan untuk tempatnya startegis,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Pelayanan Staf & Keramahan
pratiwi tiwi0106,2022,3,hotelnya bagus view nya oke k arah monas cm sayang kacanya burem amenitis tidak lengkap sudah request d aplikasi menambah selimut n bantal tapi ngga d kasih malah harus nelpon lagi k resepsionis untuk minta bgtupun handuk jga ngga ada udara menggenang d pojok dkat WC duduk padahal petugas hk sempat masuk tapi ngga d bersihkan tempat gym seharusnya d menyediakan handuk n gelas mnum ini jga tidak ada kolam renang bersih anak perempuan handuk nya memang susah d kamar tidak ada d kolam renang tidak ada harus menunggu petugas datang kolam renang tidak ada,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Fasilitas Hotel (Kolam/Gym/Spa)
WayA,2022,1,parah bener saya mau jemput istri di lobi yang abis bertemu cuma karena saya memakai motor dipersulit banget sama keamanan beresin lg lah pelayanan ke pelanggannya,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,negative,Harga & Value for Money
Safitri Fitri,2025,5,kamarnya nyaman bersih stafnya ramah dan makanannya cukup lengkap dan enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
MSPC 143,2024,5,Tempat persinggahan kami kalau sampai jkt tengah malam jadi tidak pulang rumah dulu kami tinggal semalem sblm kembali ke rumah bersih dan pelayanannya baik dekat dari daerah kuliner jl sabang,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
m fauzi,2024,5,Grup Marriot Hotel emang oke ada mushola makanannya juga enak lokasi strategis bisa harga koperasi juga nih,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Fasilitas Hotel (Kolam/Gym/Spa)
permadi adi,2022,4,kamar bersih resto agak kecil untuk ukuran hotel bintang 4 variasi makanan luamayan lengkap rasanya juga lumayan enak,KOMPETITOR,Bintang 3,AloftJakartaWahidHasyim,positive,Kebersihan & Kenyamanan Kamar
